;Unnamed: 0;Value;tweet;cleaning;tweet_tokens;tweet_stopwords;normalization;text_stemming;category
1552;1552;Negatif;@gakdiikenal owalah gitu ya in ð© lah arin belom ada peduli lindungi ajushaujsjs;owalah gitu ya in lah arin belom ada peduli lindungi ajushaujsjs;['owalah', 'gitu', 'ya', 'in', 'lah', 'arin', 'belom', 'ada', 'peduli', 'lindungi', 'ajushaujsjs'];['arin', 'belom', 'peduli', 'lindungi', 'ajushaujsjs'];arin belum peduli lindungi ajushaujsjs;arin belum peduli lindung ajushaujsjs;0
1553;1553;Negatif;@habkeinelust_ Di mall/resto2 besar kebanyakan iyaaa Din. Biasanya tuh scan barcode mereka di app peduli lindungi kita. Tp meski gitu kadang juga suka error. Nah in case ga bisa scan, biasanya orang2 tunjukin sertif/bukti vaksin aja, ntar tergantung mall/;di mallresto besar kebanyakan iyaaa din biasanya tuh scan barcode mereka di app peduli lindungi kita tp meski gitu kadang juga suka error nah in case ga bisa scan biasanya orang tunjukin sertifbukti vaksin aja ntar tergantung mall;['di', 'mallresto', 'besar', 'kebanyakan', 'iyaaa', 'din', 'biasanya', 'tuh', 'scan', 'barcode', 'mereka', 'di', 'app', 'peduli', 'lindungi', 'kita', 'tp', 'meski', 'gitu', 'kadang', 'juga', 'suka', 'error', 'nah', 'in', 'case', 'ga', 'bisa', 'scan', 'biasanya', 'orang', 'tunjukin', 'sertifbukti', 'vaksin', 'aja', 'ntar', 'tergantung', 'mall'];['mallresto', 'kebanyakan', 'din', 'scan', 'barcode', 'app', 'peduli', 'lindungi', 'kadang', 'suka', 'error', 'case', 'scan', 'tunjukin', 'sertifbukti', 'vaksin', 'tergantung', 'mall'];mallresto kebanyakan din scan barcode app peduli lindungi kadang suka error case scan tunjukkan sertifbukti vaksin tergantung mall;mallresto banyak din scan barcode app peduli lindung kadang suka error case scan tunjuk sertifbukti vaksin gantung mall;0
1554;1554;Negatif;@qronoz Bukannya dia baru ketauan positif tgl 19? Dengan asumsi bahwa tgl 17 dia ke scbd, masih pakai hasil antigen sebelumnya yg negatif, di pedulilindungi ga dianggap bermasalah (boleh masuk) saat check-in;bukannya dia baru ketauan positif tgl dengan asumsi bahwa tgl dia ke scbd masih pakai hasil antigen sebelumnya yg negatif di pedulilindungi ga dianggap bermasalah boleh masuk saat checkin;['bukannya', 'dia', 'baru', 'ketauan', 'positif', 'tgl', 'dengan', 'asumsi', 'bahwa', 'tgl', 'dia', 'ke', 'scbd', 'masih', 'pakai', 'hasil', 'antigen', 'sebelumnya', 'yg', 'negatif', 'di', 'pedulilindungi', 'ga', 'dianggap', 'bermasalah', 'boleh', 'masuk', 'saat', 'checkin'];['ketauan', 'positif', 'tgl', 'asumsi', 'tgl', 'scbd', 'pakai', 'hasil', 'antigen', 'negatif', 'pedulilindungi', 'dianggap', 'bermasalah', 'checkin'];ketahuan positif tanggal asumsi tanggal scbd pakai hasil antigen negatif pedulilindungi dianggap bermasalah checkin;tahu positif tanggal asumsi tanggal scbd pakai hasil antigen negatif pedulilindungi anggap masalah checkin;0
1555;1555;Negatif;@PLindungi min mau tanya saya menggunakan pedulilindungi yg dalam 1 akun untuk 2 nama. Kalau ingin ganti nomer untuk yg satunya bagaimana ya?;min mau tanya saya menggunakan pedulilindungi yg dalam akun untuk nama kalau ingin ganti nomer untuk yg satunya bagaimana ya;['min', 'mau', 'tanya', 'saya', 'menggunakan', 'pedulilindungi', 'yg', 'dalam', 'akun', 'untuk', 'nama', 'kalau', 'ingin', 'ganti', 'nomer', 'untuk', 'yg', 'satunya', 'bagaimana', 'ya'];['pedulilindungi', 'akun', 'nama', 'ganti', 'nomer', 'satunya'];pedulilindungi akun nama ganti nomer satunya;pedulilindungi akun nama ganti nomer satu;0
1556;1556;Negatif;@PLindungi @KemenkesRI @kemkominfo Apakah jika ada kesalahan penulisan tgl lahir pada sertifikat vaksin,  nantinya akan dimasalahkan juga saat masuk imigrasi negara lain? Kuatirnya data hrs sama dg paspor. Tapi tlp 119 ext 9 @PLindungi Gak bs dihubungi. S;apakah jika ada kesalahan penulisan tgl lahir pada sertifikat vaksin nantinya akan dimasalahkan juga saat masuk imigrasi negara lain kuatirnya data hrs sama dg paspor tapi tlp ext gak bs dihubungi ;['apakah', 'jika', 'ada', 'kesalahan', 'penulisan', 'tgl', 'lahir', 'pada', 'sertifikat', 'vaksin', 'nantinya', 'akan', 'dimasalahkan', 'juga', 'saat', 'masuk', 'imigrasi', 'negara', 'lain', 'kuatirnya', 'data', 'hrs', 'sama', 'dg', 'paspor', 'tapi', 'tlp', 'ext', 'gak', 'bs', 'dihubungi'];['kesalahan', 'penulisan', 'tgl', 'lahir', 'sertifikat', 'vaksin', 'dimasalahkan', 'imigrasi', 'negara', 'kuatirnya', 'data', 'hrs', 'paspor', 'tlp', 'ext', 'dihubungi'];kesalahan penulisan tanggal lahir sertifikat vaksin dimasalahkan imigrasi negara kuatirnya data harus paspor telepon ext dihubungi;salah tulis tanggal lahir sertifikat vaksin masalah imigrasi negara kuatirnya data harus paspor telepon ext hubung;0
1557;1557;Negatif;@PLindungi @KemenkesRI Telp 119 ext 9 yang katanya bisa digunakan untuk nanyain sertifikat vaksin kenapa sulit sekali diakses? Sy mau menanyakan krn ada kesalahan tgl lahir pada sertifikat.  Kalo nggak diurus sekarang,  jgn2 nanti dipermasalahkan di blk. ;telp ext yang katanya bisa digunakan untuk nanyain sertifikat vaksin kenapa sulit sekali diakses sy mau menanyakan krn ada kesalahan tgl lahir pada sertifikat kalo nggak diurus sekarang jgn nanti dipermasalahkan di blk;['telp', 'ext', 'yang', 'katanya', 'bisa', 'digunakan', 'untuk', 'nanyain', 'sertifikat', 'vaksin', 'kenapa', 'sulit', 'sekali', 'diakses', 'sy', 'mau', 'menanyakan', 'krn', 'ada', 'kesalahan', 'tgl', 'lahir', 'pada', 'sertifikat', 'kalo', 'nggak', 'diurus', 'sekarang', 'jgn', 'nanti', 'dipermasalahkan', 'di', 'blk'];['telp', 'ext', 'nanyain', 'sertifikat', 'vaksin', 'sulit', 'diakses', 'kesalahan', 'tgl', 'lahir', 'sertifikat', 'nggak', 'diurus', 'dipermasalahkan', 'blk'];telp ext nanyain sertifikat vaksin sulit diakses kesalahan tanggal lahir sertifikat enggak diurus dipermasalahkan blk;telp ext nanyain sertifikat vaksin sulit akses salah tanggal lahir sertifikat enggak urus masalah blk;0
1558;1558;Negatif;@PLindungi Pagi min, bisa dibantu untuk yg sudah vaksin tahap 2 namun sudah H+13 masih belum ada sertivikat di aplikasi dan di web nya  terimakasih sebelnya;pagi min bisa dibantu untuk yg sudah vaksin tahap namun sudah  masih belum ada sertivikat di aplikasi dan di web nya terimakasih sebelnya;['pagi', 'min', 'bisa', 'dibantu', 'untuk', 'yg', 'sudah', 'vaksin', 'tahap', 'namun', 'sudah', 'masih', 'belum', 'ada', 'sertivikat', 'di', 'aplikasi', 'dan', 'di', 'web', 'nya', 'terimakasih', 'sebelnya'];['pagi', 'dibantu', 'vaksin', 'tahap', 'sertivikat', 'aplikasi', 'web', 'terimakasih', 'sebelnya'];pagi dibantu vaksin tahap sertivikat aplikasi web terimakasih sebelnya;pagi bantu vaksin tahap sertivikat aplikasi web terimakasih sebel;0
1559;1559;Negatif;@PLindungi  Gimana nih, kayaknya tidak siap sistemnya terima begitu byk email keluhan yg masuk? Sy udah apply lebih dari dua mingguan tapi masih Pending Approval? cc: @erickthohir  https://t.co/rGpn5YTjfc;gimana nih kayaknya tidak siap sistemnya terima begitu byk email keluhan yg masuk sy udah apply lebih dari dua mingguan tapi masih pending approval cc;['gimana', 'nih', 'kayaknya', 'tidak', 'siap', 'sistemnya', 'terima', 'begitu', 'byk', 'email', 'keluhan', 'yg', 'masuk', 'sy', 'udah', 'apply', 'lebih', 'dari', 'dua', 'mingguan', 'tapi', 'masih', 'pending', 'approval', 'cc'];['kayaknya', 'sistemnya', 'terima', 'email', 'keluhan', 'apply', 'mingguan', 'pending', 'approval'];kayaknya sistemnya terima email keluhan apply mingguan pending approval;kayak sistem terima email keluh apply minggu pending approval;0
1560;1560;Negatif;@PLindungi halo Plindungi. Saya sudah vaksin 2x juli dan agustus. Sertifikat sdh ada di aplikasi tapi setiap mau check in tertulisnya belum vaksin ... gimana ya?;halo plindungi saya sudah vaksin  juli dan agustus sertifikat sdh ada di aplikasi tapi setiap mau check in tertulisnya belum vaksin gimana ya;['halo', 'plindungi', 'saya', 'sudah', 'vaksin', 'juli', 'dan', 'agustus', 'sertifikat', 'sdh', 'ada', 'di', 'aplikasi', 'tapi', 'setiap', 'mau', 'check', 'in', 'tertulisnya', 'belum', 'vaksin', 'gimana', 'ya'];['plindungi', 'vaksin', 'juli', 'agustus', 'sertifikat', 'aplikasi', 'check', 'tertulisnya', 'vaksin'];plindungi vaksin juli agustus sertifikat aplikasi check tertulisnya vaksin;plindungi vaksin juli agustus sertifikat aplikasi check tulis vaksin;0
1561;1561;Negatif;@yare_yarae @0PPANEUN @PLindungi @DKIJakarta @JSCLab Kak saya jga bermasalah stuck distu kk udah bisa?;yarae kak saya jga bermasalah stuck distu kk udah bisa;['yarae', 'kak', 'saya', 'jga', 'bermasalah', 'stuck', 'distu', 'kk', 'udah', 'bisa'];['yarae', 'jga', 'bermasalah', 'stuck', 'distu', 'kk'];yarae juga bermasalah stuck distu kakak;yarae juga masalah stuck distu kakak;0
1562;1562;Negatif;@plindungi halo pagi min, mau tanya, aplikasi peduli lindungi ga bisa di akses dengan hp dengan android nougat ya?? Standard nya harus pake android apa ya?;halo pagi min mau tanya aplikasi peduli lindungi ga bisa di akses dengan hp dengan android nougat ya standard nya harus pake android apa ya;['halo', 'pagi', 'min', 'mau', 'tanya', 'aplikasi', 'peduli', 'lindungi', 'ga', 'bisa', 'di', 'akses', 'dengan', 'hp', 'dengan', 'android', 'nougat', 'ya', 'standard', 'nya', 'harus', 'pake', 'android', 'apa', 'ya'];['pagi', 'aplikasi', 'peduli', 'lindungi', 'akses', 'hp', 'android', 'nougat', 'standard', 'pake', 'android'];pagi aplikasi peduli lindungi akses hp android nougat standard pakai android;pagi aplikasi peduli lindung akses hp android nougat standard pakai android;0
1563;1563;Negatif;@PLindungi Min kenapa ya di hape mama saya pas mau login gabisa cuma bisa nyentang kebijakan privasi doang tp ga lgsg ke page selanjutnya.. Itu krna hpnya ya?;min kenapa ya di hape mama saya pas mau login gabisa cuma bisa nyentang kebijakan privasi doang tp ga lgsg ke page selanjutnya itu krna hpnya ya;['min', 'kenapa', 'ya', 'di', 'hape', 'mama', 'saya', 'pas', 'mau', 'login', 'gabisa', 'cuma', 'bisa', 'nyentang', 'kebijakan', 'privasi', 'doang', 'tp', 'ga', 'lgsg', 'ke', 'page', 'selanjutnya', 'itu', 'krna', 'hpnya', 'ya'];['hape', 'mama', 'pas', 'login', 'gabisa', 'nyentang', 'kebijakan', 'privasi', 'doang', 'lgsg', 'page', 'krna', 'hpnya'];hape mama pas login enggak bisa nyentang kebijakan privasi doang langsung page karena hpnya;hape mama pas login enggak bisa nyentang bijak privasi doang langsung page karena hpnya;0
1564;1564;Negatif;@PLindungi Min ...kalo salah input data no nik dan no telp gimana..sebab di cek gk bisa di aplikasi;min kalo salah input data no nik dan no telp gimanasebab di cek gk bisa di aplikasi;['min', 'kalo', 'salah', 'input', 'data', 'no', 'nik', 'dan', 'no', 'telp', 'gimanasebab', 'di', 'cek', 'gk', 'bisa', 'di', 'aplikasi'];['salah', 'input', 'data', 'nik', 'telp', 'gimanasebab', 'cek', 'aplikasi'];salah input data nik telp gimanasebab cek aplikasi;salah input data nik telp gimanasebab cek aplikasi;0
1565;1565;Negatif;@PLindungi saya sudah melakukan vaksinasi, tapi sepertinya NIK saya ada kesalahan cara memperbaiki nya gimana yah?;saya sudah melakukan vaksinasi tapi sepertinya nik saya ada kesalahan cara memperbaiki nya gimana yah;['saya', 'sudah', 'melakukan', 'vaksinasi', 'tapi', 'sepertinya', 'nik', 'saya', 'ada', 'kesalahan', 'cara', 'memperbaiki', 'nya', 'gimana', 'yah'];['vaksinasi', 'nik', 'kesalahan', 'memperbaiki'];vaksinasi nik kesalahan memperbaiki;vaksinasi nik salah baik;0
1566;1566;Negatif;Websitenya peduli lindungi kenapa gak bisa log-in nih??!! @KemenkesRI @PLindungi;websitenya peduli lindungi kenapa gak bisa login nih;['websitenya', 'peduli', 'lindungi', 'kenapa', 'gak', 'bisa', 'login', 'nih'];['websitenya', 'peduli', 'lindungi', 'login'];websitenya peduli lindungi login;websitenya peduli lindung login;0
1567;1567;Negatif;@PLindungi saya sudah vaksin kedua. Tetapi, sertifikat vaksin saya belum terbit  https://t.co/aJQYkljC9z;saya sudah vaksin kedua tetapi sertifikat vaksin saya belum terbit;['saya', 'sudah', 'vaksin', 'kedua', 'tetapi', 'sertifikat', 'vaksin', 'saya', 'belum', 'terbit'];['vaksin', 'sertifikat', 'vaksin', 'terbit'];vaksin sertifikat vaksin terbit;vaksin sertifikat vaksin terbit;0
1568;1568;Negatif;Ini emang gabisa milih Airport diluar Indonesia atau critical bug ni?  Mau bikin E-Hac International tp gabisa milih airport tujuan di @PLindungi   Ada yg pernah ngalamin?  https://t.co/7OvXbECEuK;ini emang gabisa milih airport diluar indonesia atau critical bug ni mau bikin ehac international tp gabisa milih airport tujuan di ada yg pernah ngalamin;['ini', 'emang', 'gabisa', 'milih', 'airport', 'diluar', 'indonesia', 'atau', 'critical', 'bug', 'ni', 'mau', 'bikin', 'ehac', 'international', 'tp', 'gabisa', 'milih', 'airport', 'tujuan', 'di', 'ada', 'yg', 'pernah', 'ngalamin'];['emang', 'gabisa', 'milih', 'airport', 'diluar', 'indonesia', 'critical', 'bug', 'ehac', 'international', 'gabisa', 'milih', 'airport', 'tujuan', 'ngalamin'];memang enggak bisa memilih airport diluar indonesia critical bug ehac international enggak bisa memilih airport tujuan ngalamin;memang enggak bisa pilih airport luar indonesia critical bug ehac international enggak bisa pilih airport tuju ngalamin;0
1569;1569;Negatif;@PLindungi Nomer yg di daftar kan petugas puskesmas salah kak saat vaksin. Mohon bantuan untuk membenarkan nomernya ð;nomer yg di daftar kan petugas puskesmas salah kak saat vaksin mohon bantuan untuk membenarkan nomernya;['nomer', 'yg', 'di', 'daftar', 'kan', 'petugas', 'puskesmas', 'salah', 'kak', 'saat', 'vaksin', 'mohon', 'bantuan', 'untuk', 'membenarkan', 'nomernya'];['nomer', 'daftar', 'petugas', 'puskesmas', 'salah', 'vaksin', 'bantuan', 'membenarkan', 'nomernya'];nomer daftar petugas puskesmas salah vaksin bantuan membenarkan nomernya;nomer daftar tugas puskesmas salah vaksin bantu benar nomernya;0
1570;1570;Negatif;Kenapa status saya di aplikasi jadi BLACK ? @PLindungi  https://t.co/Lsl6h8q7am;kenapa status saya di aplikasi jadi black;['kenapa', 'status', 'saya', 'di', 'aplikasi', 'jadi', 'black'];['status', 'aplikasi', 'black'];status aplikasi black;status aplikasi black;0
1571;1571;Negatif;@PLindungi Sudah vaksin ke2 tp sertifikat belum keluar gimana min?;sudah vaksin ke tp sertifikat belum keluar gimana min;['sudah', 'vaksin', 'ke', 'tp', 'sertifikat', 'belum', 'keluar', 'gimana', 'min'];['vaksin', 'sertifikat'];vaksin sertifikat;vaksin sertifikat;0
1572;1572;Negatif;@PLindungi : min mau tanya ibu saya sudah vaksin yg kedua di tanggal 5 November 2021, cuma koq sertifikat vaksin'a blm muncul yah .?;min mau tanya ibu saya sudah vaksin yg kedua di tanggal november cuma koq sertifikat vaksina blm muncul yah;['min', 'mau', 'tanya', 'ibu', 'saya', 'sudah', 'vaksin', 'yg', 'kedua', 'di', 'tanggal', 'november', 'cuma', 'koq', 'sertifikat', 'vaksina', 'blm', 'muncul', 'yah'];['vaksin', 'tanggal', 'november', 'koq', 'sertifikat', 'vaksina', 'muncul'];vaksin tanggal november kok sertifikat vaksina muncul;vaksin tanggal november kok sertifikat vaksina muncul;0
1573;1573;Negatif;@PLindungi Min, Saya sudah sebulan yang lalu untuk vaksin dosis kedua tapi belum muncul e-sertifikat vaksin di aplikasi peduli lindungi saya dan juga belum menerima sms bahwa sertifikat kedua telah tersedia. Bagaimana ya, min? Mohon dibalas. Makasih ð;min saya sudah sebulan yang lalu untuk vaksin dosis kedua tapi belum muncul esertifikat vaksin di aplikasi peduli lindungi saya dan juga belum menerima sms bahwa sertifikat kedua telah tersedia bagaimana ya min mohon dibalas makasih;['min', 'saya', 'sudah', 'sebulan', 'yang', 'lalu', 'untuk', 'vaksin', 'dosis', 'kedua', 'tapi', 'belum', 'muncul', 'esertifikat', 'vaksin', 'di', 'aplikasi', 'peduli', 'lindungi', 'saya', 'dan', 'juga', 'belum', 'menerima', 'sms', 'bahwa', 'sertifikat', 'kedua', 'telah', 'tersedia', 'bagaimana', 'ya', 'min', 'mohon', 'dibalas', 'makasih'];['sebulan', 'vaksin', 'dosis', 'muncul', 'esertifikat', 'vaksin', 'aplikasi', 'peduli', 'lindungi', 'menerima', 'sms', 'sertifikat', 'tersedia', 'dibalas', 'makasih'];sebulan vaksin dosis muncul esertifikat vaksin aplikasi peduli lindungi menerima sms sertifikat tersedia dibalas terima kasih;bulan vaksin dosis muncul esertifikat vaksin aplikasi peduli lindung terima sms sertifikat sedia balas terima kasih;0
1574;1574;Negatif;@PLindungi min, mau tanya . Saat saya download aplikasi peduli lindungi, langsung muncul seperti ini . Saya klik ceklis nya , tapi sehabis itu tidak ada respon apa apa . Gimana ya ?  https://t.co/pmK4lxzRMH;min mau tanya saat saya download aplikasi peduli lindungi langsung muncul seperti ini saya klik ceklis nya tapi sehabis itu tidak ada respon apa apa gimana ya;['min', 'mau', 'tanya', 'saat', 'saya', 'download', 'aplikasi', 'peduli', 'lindungi', 'langsung', 'muncul', 'seperti', 'ini', 'saya', 'klik', 'ceklis', 'nya', 'tapi', 'sehabis', 'itu', 'tidak', 'ada', 'respon', 'apa', 'apa', 'gimana', 'ya'];['download', 'aplikasi', 'peduli', 'lindungi', 'muncul', 'klik', 'ceklis', 'sehabis', 'respon'];download aplikasi peduli lindungi muncul klik ceklis sehabis respon;download aplikasi peduli lindung muncul klik ceklis habis respon;0
1575;1575;Negatif;Tombol check out tanpa scan QR Code-nya sudah ngga tersedia, @PLindungi ?  https://t.co/JtjBSqDZO2;tombol check out tanpa scan qr codenya sudah ngga tersedia;['tombol', 'check', 'out', 'tanpa', 'scan', 'qr', 'codenya', 'sudah', 'ngga', 'tersedia'];['tombol', 'check', 'out', 'scan', 'qr', 'codenya', 'ngga', 'tersedia'];tombol check out scan qr codenya enggak tersedia;tombol check out scan qr codenya enggak sedia;0
1576;1576;Negatif;@Deny_misbah @PLindungi Ini sampe skrg ga d input Call hotline peduli lindungi ga ad jawaban  @PLindungi;misbah ini sampe skrg ga  input call hotline peduli lindungi ga ad jawaban;['misbah', 'ini', 'sampe', 'skrg', 'ga', 'input', 'call', 'hotline', 'peduli', 'lindungi', 'ga', 'ad', 'jawaban'];['misbah', 'sampe', 'input', 'call', 'hotline', 'peduli', 'lindungi', 'ad'];misbah sampai input call hotline peduli lindungi ada;misbah sampai input call hotline peduli lindung ada;0
1577;1577;Negatif;Aneh. Di PL maupun WA Kemkes, sudah terdata diriku sudah tervaksinasi dua dosis + keluar sertifikat.  Tetapi, sampai sekarang, status masih kuning... @PLindungi  https://t.co/bGy5oqlce7;aneh di pl maupun wa kemkes sudah terdata diriku sudah tervaksinasi dua dosis keluar sertifikat tetapi sampai sekarang status masih kuning;['aneh', 'di', 'pl', 'maupun', 'wa', 'kemkes', 'sudah', 'terdata', 'diriku', 'sudah', 'tervaksinasi', 'dua', 'dosis', 'keluar', 'sertifikat', 'tetapi', 'sampai', 'sekarang', 'status', 'masih', 'kuning'];['aneh', 'kemkes', 'terdata', 'diriku', 'tervaksinasi', 'dosis', 'sertifikat', 'status', 'kuning'];aneh kemkes terdata diriku tervaksinasi dosis sertifikat status kuning;aneh kemkes data diri vaksinasi dosis sertifikat status kuning;0
1578;1578;Negatif;@PLindungi halo min, ini kalo nik dipakai orang lain gimana cara benerinnya? udah lewat cs whatsapp bot mulu yg bales, gabisa kasih solusi;halo min ini kalo nik dipakai orang lain gimana cara benerinnya udah lewat cs whatsapp bot mulu yg bales gabisa kasih solusi;['halo', 'min', 'ini', 'kalo', 'nik', 'dipakai', 'orang', 'lain', 'gimana', 'cara', 'benerinnya', 'udah', 'lewat', 'cs', 'whatsapp', 'bot', 'mulu', 'yg', 'bales', 'gabisa', 'kasih', 'solusi'];['nik', 'dipakai', 'benerinnya', 'cs', 'whatsapp', 'bot', 'mulu', 'bales', 'gabisa', 'kasih', 'solusi'];nik dipakai benerinnya cs whatsapp bot mulu balas enggak bisa kasih solusi;nik pakai benerinnya cs whatsapp bot mulu balas enggak bisa kasih solusi;0
1579;1579;Negatif;@PLindungi p, sertif vaksin 2 kg dpt dpt dr 21 oktober.; sertif vaksin kg dpt dpt dr oktober;['sertif', 'vaksin', 'kg', 'dpt', 'dpt', 'dr', 'oktober'];['sertif', 'vaksin', 'kg', 'oktober'];sertif vaksin kg oktober;sertif vaksin kg oktober;0
1580;1580;Negatif;@PLindungi Sudah vaksin dosis 2...status masih kuning...gimana solusinya..;sudah vaksin dosis status masih kuninggimana solusinya;['sudah', 'vaksin', 'dosis', 'status', 'masih', 'kuninggimana', 'solusinya'];['vaksin', 'dosis', 'status', 'kuninggimana', 'solusinya'];vaksin dosis status kuninggimana solusinya;vaksin dosis status kuninggimana solusi;0
1581;1581;Negatif;@PLindungi saya sudah vaksin ke 2 , tapi status warna vaksin saya di aplikasi dan web pedulilindungi masih berwarna kuning. Sudah 3 hari masih tetap berwarna kuning. Ini gimana ?;saya sudah vaksin ke tapi status warna vaksin saya di aplikasi dan web pedulilindungi masih berwarna kuning sudah hari masih tetap berwarna kuning ini gimana;['saya', 'sudah', 'vaksin', 'ke', 'tapi', 'status', 'warna', 'vaksin', 'saya', 'di', 'aplikasi', 'dan', 'web', 'pedulilindungi', 'masih', 'berwarna', 'kuning', 'sudah', 'hari', 'masih', 'tetap', 'berwarna', 'kuning', 'ini', 'gimana'];['vaksin', 'status', 'warna', 'vaksin', 'aplikasi', 'web', 'pedulilindungi', 'berwarna', 'kuning', 'berwarna', 'kuning'];vaksin status warna vaksin aplikasi web pedulilindungi berwarna kuning berwarna kuning;vaksin status warna vaksin aplikasi web pedulilindungi warna kuning warna kuning;0
1582;1582;Negatif;@PLindungi Min, kalo no hp hangus, gmn cara login ke aplikasi? Kl daftar ulang ga terkonek..;min kalo no hp hangus gmn cara login ke aplikasi kl daftar ulang ga terkonek;['min', 'kalo', 'no', 'hp', 'hangus', 'gmn', 'cara', 'login', 'ke', 'aplikasi', 'kl', 'daftar', 'ulang', 'ga', 'terkonek'];['hp', 'hangus', 'login', 'aplikasi', 'daftar', 'ulang', 'terkonek'];hp hangus login aplikasi daftar ulang terkonek;hp hangus login aplikasi daftar ulang terkonek;0
1583;1583;Negatif;@PLindungi hi min, bales dm dong;hi min bales dm dong;['hi', 'min', 'bales', 'dm', 'dong'];['hi', 'bales', 'dm'];hi balas dm;hi balas dm;0
1584;1584;Negatif;@PLindungi mo lapor admin saya sudah vaksin, tapi kenapa di cek via aplikasi atau web data tidak tercantum, lokasi balamoa, kec. pangkah, kab. tegal.;mo lapor admin saya sudah vaksin tapi kenapa di cek via aplikasi atau web data tidak tercantum lokasi balamoa kec pangkah kab tegal;['mo', 'lapor', 'admin', 'saya', 'sudah', 'vaksin', 'tapi', 'kenapa', 'di', 'cek', 'via', 'aplikasi', 'atau', 'web', 'data', 'tidak', 'tercantum', 'lokasi', 'balamoa', 'kec', 'pangkah', 'kab', 'tegal'];['lapor', 'admin', 'vaksin', 'cek', 'via', 'aplikasi', 'web', 'data', 'tercantum', 'lokasi', 'balamoa', 'kec', 'pangkah', 'kab', 'tegal'];lapor admin vaksin cek via aplikasi web data tercantum lokasi balamoa kec pangkah kab tegal;lapor admin vaksin cek via aplikasi web data cantum lokasi balamoa kec pangkah kab tegal;0
1585;1585;Negatif;@PLindungi Ngapa gabisa login ya? Error kah? @PLindungi;ngapa gabisa login ya error kah;['ngapa', 'gabisa', 'login', 'ya', 'error', 'kah'];['ngapa', 'gabisa', 'login', 'error'];ngapa enggak bisa login error;ngapa enggak bisa login error;0
1586;1586;Negatif;@PLindungi Aneh bgt apps pedulilindungi ngapa error?;aneh bgt apps pedulilindungi ngapa error;['aneh', 'bgt', 'apps', 'pedulilindungi', 'ngapa', 'error'];['aneh', 'apps', 'pedulilindungi', 'ngapa', 'error'];aneh apps pedulilindungi ngapa error;aneh apps pedulilindungi ngapa error;0
1587;1587;Negatif;@PLindungi Hallo admin, ibu saya seorang nakes dan sudah vaksin ke 3, tapi di aplikasi pedulilindungi hanya tercatat 2 kali vaksin. Sudah sejak tanggal 3 September dan kartu Vaksin nya masih belum tersedia. Sudah mencoba telfon ke call center 119 tapi tid;hallo admin ibu saya seorang nakes dan sudah vaksin ke tapi di aplikasi pedulilindungi hanya tercatat kali vaksin sudah sejak tanggal september dan kartu vaksin nya masih belum tersedia sudah mencoba telfon ke call center tapi tid;['hallo', 'admin', 'ibu', 'saya', 'seorang', 'nakes', 'dan', 'sudah', 'vaksin', 'ke', 'tapi', 'di', 'aplikasi', 'pedulilindungi', 'hanya', 'tercatat', 'kali', 'vaksin', 'sudah', 'sejak', 'tanggal', 'september', 'dan', 'kartu', 'vaksin', 'nya', 'masih', 'belum', 'tersedia', 'sudah', 'mencoba', 'telfon', 'ke', 'call', 'center', 'tapi', 'tid'];['admin', 'nakes', 'vaksin', 'aplikasi', 'pedulilindungi', 'tercatat', 'vaksin', 'tanggal', 'september', 'kartu', 'vaksin', 'tersedia', 'mencoba', 'telfon', 'call', 'center', 'tid'];admin nakes vaksin aplikasi pedulilindungi tercatat vaksin tanggal september kartu vaksin tersedia mencoba telfon call center tid;admin nakes vaksin aplikasi pedulilindungi catat vaksin tanggal september kartu vaksin sedia coba telfon call center tid;0
1588;1588;Negatif;@PLindungi Halooo admin, mohon bantuannya. Ini saya udah vaksin, udah ada sertif nya di app, di web juga status nya sudah vaksin tapi kok di App mobile masih merah yaaa??? Tolong dibantuuu;halooo admin mohon bantuannya ini saya udah vaksin udah ada sertif nya di app di web juga status nya sudah vaksin tapi kok di app mobile masih merah yaaa tolong dibantuuu;['halooo', 'admin', 'mohon', 'bantuannya', 'ini', 'saya', 'udah', 'vaksin', 'udah', 'ada', 'sertif', 'nya', 'di', 'app', 'di', 'web', 'juga', 'status', 'nya', 'sudah', 'vaksin', 'tapi', 'kok', 'di', 'app', 'mobile', 'masih', 'merah', 'yaaa', 'tolong', 'dibantuuu'];['halooo', 'admin', 'bantuannya', 'vaksin', 'sertif', 'app', 'web', 'status', 'vaksin', 'app', 'mobile', 'merah', 'tolong', 'dibantuuu'];halo admin bantuannya vaksin sertif app web status vaksin app mobile merah tolong dibantuuu;halo admin bantu vaksin sertif app web status vaksin app mobile merah tolong dibantuuu;0
1589;1589;Negatif;@queentisari @PLindungi Halo, aku juga begini nih ð;halo aku juga begini nih;['halo', 'aku', 'juga', 'begini', 'nih'];[];;;0
1590;1590;Negatif;@kabukies87 @PLindungi @pedulilindungi Saya sudah faksin tapi blm dapat sertifikat;saya sudah faksin tapi blm dapat sertifikat;['saya', 'sudah', 'faksin', 'tapi', 'blm', 'dapat', 'sertifikat'];['faksin', 'sertifikat'];faksin sertifikat;faksin sertifikat;0
