;Value;tweet;cleaning;tweet_tokens;tweet_stopwords;normalization
1560;Negatif;@plindungi halo plindungi. saya sudah vaksin 2x juli dan agustus. sertifikat sdh ada di aplikasi tapi setiap mau check in tertulisnya belum vaksin ... gimana ya?;halo plindungi saya sudah vaksin  juli dan agustus sertifikat sdh ada di aplikasi tapi setiap mau check in tertulisnya belum vaksin gimana ya;['halo', 'plindungi', 'saya', 'sudah', 'vaksin', 'juli', 'dan', 'agustus', 'sertifikat', 'sdh', 'ada', 'di', 'aplikasi', 'tapi', 'setiap', 'mau', 'check', 'in', 'tertulisnya', 'belum', 'vaksin', 'gimana', 'ya'];['plindungi', 'vaksin', 'juli', 'agustus', 'sertifikat', 'aplikasi', 'check', 'tertulisnya', 'vaksin'];plindungi vaksin juli agustus sertifikat aplikasi check tertulisnya vaksin
1561;Negatif;@yare_yarae @0ppaneun @plindungi @dkijakarta @jsclab kak saya jga bermasalah stuck distu kk udah bisa?;yarae kak saya jga bermasalah stuck distu kk udah bisa;['yarae', 'kak', 'saya', 'jga', 'bermasalah', 'stuck', 'distu', 'kk', 'udah', 'bisa'];['yarae', 'jga', 'bermasalah', 'stuck', 'distu', 'kk'];yarae juga bermasalah stuck distu kakak
1562;Negatif;@plindungi halo pagi min, mau tanya, aplikasi peduli lindungi ga bisa di akses dengan hp dengan android nougat ya?? standard nya harus pake android apa ya?;halo pagi min mau tanya aplikasi peduli lindungi ga bisa di akses dengan hp dengan android nougat ya standard nya harus pake android apa ya;['halo', 'pagi', 'min', 'mau', 'tanya', 'aplikasi', 'peduli', 'lindungi', 'ga', 'bisa', 'di', 'akses', 'dengan', 'hp', 'dengan', 'android', 'nougat', 'ya', 'standard', 'nya', 'harus', 'pake', 'android', 'apa', 'ya'];['pagi', 'aplikasi', 'peduli', 'lindungi', 'akses', 'hp', 'android', 'nougat', 'standard', 'pake', 'android'];pagi aplikasi peduli lindungi akses hp android nougat standard pakai android
1563;Negatif;@plindungi min kenapa ya di hape mama saya pas mau login gabisa cuma bisa nyentang kebijakan privasi doang tp ga lgsg ke page selanjutnya.. itu krna hpnya ya?;min kenapa ya di hape mama saya pas mau login gabisa cuma bisa nyentang kebijakan privasi doang tp ga lgsg ke page selanjutnya itu krna hpnya ya;['min', 'kenapa', 'ya', 'di', 'hape', 'mama', 'saya', 'pas', 'mau', 'login', 'gabisa', 'cuma', 'bisa', 'nyentang', 'kebijakan', 'privasi', 'doang', 'tp', 'ga', 'lgsg', 'ke', 'page', 'selanjutnya', 'itu', 'krna', 'hpnya', 'ya'];['hape', 'mama', 'pas', 'login', 'gabisa', 'nyentang', 'kebijakan', 'privasi', 'doang', 'lgsg', 'page', 'krna', 'hpnya'];hape mama pas login enggak bisa nyentang kebijakan privasi doang langsung page karena hpnya
1564;Negatif;@plindungi min ...kalo salah input data no nik dan no telp gimana..sebab di cek gk bisa di aplikasi;min kalo salah input data no nik dan no telp gimanasebab di cek gk bisa di aplikasi;['min', 'kalo', 'salah', 'input', 'data', 'no', 'nik', 'dan', 'no', 'telp', 'gimanasebab', 'di', 'cek', 'gk', 'bisa', 'di', 'aplikasi'];['salah', 'input', 'data', 'nik', 'telp', 'gimanasebab', 'cek', 'aplikasi'];salah input data nik telp gimanasebab cek aplikasi
1565;Negatif;@plindungi saya sudah melakukan vaksinasi, tapi sepertinya nik saya ada kesalahan cara memperbaiki nya gimana yah?;saya sudah melakukan vaksinasi tapi sepertinya nik saya ada kesalahan cara memperbaiki nya gimana yah;['saya', 'sudah', 'melakukan', 'vaksinasi', 'tapi', 'sepertinya', 'nik', 'saya', 'ada', 'kesalahan', 'cara', 'memperbaiki', 'nya', 'gimana', 'yah'];['vaksinasi', 'nik', 'kesalahan', 'memperbaiki'];vaksinasi nik kesalahan memperbaiki
1566;Negatif;websitenya peduli lindungi kenapa gak bisa log-in nih??!! @kemenkesri @plindungi;websitenya peduli lindungi kenapa gak bisa login nih;['websitenya', 'peduli', 'lindungi', 'kenapa', 'gak', 'bisa', 'login', 'nih'];['websitenya', 'peduli', 'lindungi', 'login'];websitenya peduli lindungi login
1567;Negatif;@plindungi saya sudah vaksin kedua. tetapi, sertifikat vaksin saya belum terbit  https://t.co/ajqykljc9z;saya sudah vaksin kedua tetapi sertifikat vaksin saya belum terbit;['saya', 'sudah', 'vaksin', 'kedua', 'tetapi', 'sertifikat', 'vaksin', 'saya', 'belum', 'terbit'];['vaksin', 'sertifikat', 'vaksin', 'terbit'];vaksin sertifikat vaksin terbit
1568;Negatif;ini emang gabisa milih airport diluar indonesia atau critical bug ni?  mau bikin e-hac international tp gabisa milih airport tujuan di @plindungi   ada yg pernah ngalamin?  https://t.co/7ovxbeceuk;ini emang gabisa milih airport diluar indonesia atau critical bug ni mau bikin ehac international tp gabisa milih airport tujuan di ada yg pernah ngalamin;['ini', 'emang', 'gabisa', 'milih', 'airport', 'diluar', 'indonesia', 'atau', 'critical', 'bug', 'ni', 'mau', 'bikin', 'ehac', 'international', 'tp', 'gabisa', 'milih', 'airport', 'tujuan', 'di', 'ada', 'yg', 'pernah', 'ngalamin'];['emang', 'gabisa', 'milih', 'airport', 'diluar', 'indonesia', 'critical', 'bug', 'ehac', 'international', 'gabisa', 'milih', 'airport', 'tujuan', 'ngalamin'];memang enggak bisa memilih airport diluar indonesia critical bug ehac international enggak bisa memilih airport tujuan ngalamin
1569;Negatif;@plindungi nomer yg di daftar kan petugas puskesmas salah kak saat vaksin. mohon bantuan untuk membenarkan nomernya ð;nomer yg di daftar kan petugas puskesmas salah kak saat vaksin mohon bantuan untuk membenarkan nomernya;['nomer', 'yg', 'di', 'daftar', 'kan', 'petugas', 'puskesmas', 'salah', 'kak', 'saat', 'vaksin', 'mohon', 'bantuan', 'untuk', 'membenarkan', 'nomernya'];['nomer', 'daftar', 'petugas', 'puskesmas', 'salah', 'vaksin', 'bantuan', 'membenarkan', 'nomernya'];nomer daftar petugas puskesmas salah vaksin bantuan membenarkan nomernya
1570;Negatif;kenapa status saya di aplikasi jadi black ? @plindungi  https://t.co/lsl6h8q7am;kenapa status saya di aplikasi jadi black;['kenapa', 'status', 'saya', 'di', 'aplikasi', 'jadi', 'black'];['status', 'aplikasi', 'black'];status aplikasi black
1571;Negatif;@plindungi sudah vaksin ke2 tp sertifikat belum keluar gimana min?;sudah vaksin ke tp sertifikat belum keluar gimana min;['sudah', 'vaksin', 'ke', 'tp', 'sertifikat', 'belum', 'keluar', 'gimana', 'min'];['vaksin', 'sertifikat'];vaksin sertifikat
1572;Negatif;@plindungi : min mau tanya ibu saya sudah vaksin yg kedua di tanggal 5 november 2021, cuma koq sertifikat vaksin'a blm muncul yah .?;min mau tanya ibu saya sudah vaksin yg kedua di tanggal november cuma koq sertifikat vaksina blm muncul yah;['min', 'mau', 'tanya', 'ibu', 'saya', 'sudah', 'vaksin', 'yg', 'kedua', 'di', 'tanggal', 'november', 'cuma', 'koq', 'sertifikat', 'vaksina', 'blm', 'muncul', 'yah'];['vaksin', 'tanggal', 'november', 'koq', 'sertifikat', 'vaksina', 'muncul'];vaksin tanggal november kok sertifikat vaksina muncul
1573;Negatif;@plindungi min, saya sudah sebulan yang lalu untuk vaksin dosis kedua tapi belum muncul e-sertifikat vaksin di aplikasi peduli lindungi saya dan juga belum menerima sms bahwa sertifikat kedua telah tersedia. bagaimana ya, min? mohon dibalas. makasih ð;min saya sudah sebulan yang lalu untuk vaksin dosis kedua tapi belum muncul esertifikat vaksin di aplikasi peduli lindungi saya dan juga belum menerima sms bahwa sertifikat kedua telah tersedia bagaimana ya min mohon dibalas makasih;['min', 'saya', 'sudah', 'sebulan', 'yang', 'lalu', 'untuk', 'vaksin', 'dosis', 'kedua', 'tapi', 'belum', 'muncul', 'esertifikat', 'vaksin', 'di', 'aplikasi', 'peduli', 'lindungi', 'saya', 'dan', 'juga', 'belum', 'menerima', 'sms', 'bahwa', 'sertifikat', 'kedua', 'telah', 'tersedia', 'bagaimana', 'ya', 'min', 'mohon', 'dibalas', 'makasih'];['sebulan', 'vaksin', 'dosis', 'muncul', 'esertifikat', 'vaksin', 'aplikasi', 'peduli', 'lindungi', 'menerima', 'sms', 'sertifikat', 'tersedia', 'dibalas', 'makasih'];sebulan vaksin dosis muncul esertifikat vaksin aplikasi peduli lindungi menerima sms sertifikat tersedia dibalas terima kasih
1574;Negatif;@plindungi min, mau tanya . saat saya download aplikasi peduli lindungi, langsung muncul seperti ini . saya klik ceklis nya , tapi sehabis itu tidak ada respon apa apa . gimana ya ?  https://t.co/pmk4lxzrmh;min mau tanya saat saya download aplikasi peduli lindungi langsung muncul seperti ini saya klik ceklis nya tapi sehabis itu tidak ada respon apa apa gimana ya;['min', 'mau', 'tanya', 'saat', 'saya', 'download', 'aplikasi', 'peduli', 'lindungi', 'langsung', 'muncul', 'seperti', 'ini', 'saya', 'klik', 'ceklis', 'nya', 'tapi', 'sehabis', 'itu', 'tidak', 'ada', 'respon', 'apa', 'apa', 'gimana', 'ya'];['download', 'aplikasi', 'peduli', 'lindungi', 'muncul', 'klik', 'ceklis', 'sehabis', 'respon'];download aplikasi peduli lindungi muncul klik ceklis sehabis respon
1575;Negatif;tombol check out tanpa scan qr code-nya sudah ngga tersedia, @plindungi ?  https://t.co/jtjbsqdzo2;tombol check out tanpa scan qr codenya sudah ngga tersedia;['tombol', 'check', 'out', 'tanpa', 'scan', 'qr', 'codenya', 'sudah', 'ngga', 'tersedia'];['tombol', 'check', 'out', 'scan', 'qr', 'codenya', 'ngga', 'tersedia'];tombol check out scan qr codenya enggak tersedia
1576;Negatif;@deny_misbah @plindungi ini sampe skrg ga d input call hotline peduli lindungi ga ad jawaban  @plindungi;misbah ini sampe skrg ga  input call hotline peduli lindungi ga ad jawaban;['misbah', 'ini', 'sampe', 'skrg', 'ga', 'input', 'call', 'hotline', 'peduli', 'lindungi', 'ga', 'ad', 'jawaban'];['misbah', 'sampe', 'input', 'call', 'hotline', 'peduli', 'lindungi', 'ad'];misbah sampai input call hotline peduli lindungi ada
1577;Negatif;aneh. di pl maupun wa kemkes, sudah terdata diriku sudah tervaksinasi dua dosis + keluar sertifikat.  tetapi, sampai sekarang, status masih kuning... @plindungi  https://t.co/bgy5oqlce7;aneh di pl maupun wa kemkes sudah terdata diriku sudah tervaksinasi dua dosis keluar sertifikat tetapi sampai sekarang status masih kuning;['aneh', 'di', 'pl', 'maupun', 'wa', 'kemkes', 'sudah', 'terdata', 'diriku', 'sudah', 'tervaksinasi', 'dua', 'dosis', 'keluar', 'sertifikat', 'tetapi', 'sampai', 'sekarang', 'status', 'masih', 'kuning'];['aneh', 'kemkes', 'terdata', 'diriku', 'tervaksinasi', 'dosis', 'sertifikat', 'status', 'kuning'];aneh kemkes terdata diriku tervaksinasi dosis sertifikat status kuning
1578;Negatif;@plindungi halo min, ini kalo nik dipakai orang lain gimana cara benerinnya? udah lewat cs whatsapp bot mulu yg bales, gabisa kasih solusi;halo min ini kalo nik dipakai orang lain gimana cara benerinnya udah lewat cs whatsapp bot mulu yg bales gabisa kasih solusi;['halo', 'min', 'ini', 'kalo', 'nik', 'dipakai', 'orang', 'lain', 'gimana', 'cara', 'benerinnya', 'udah', 'lewat', 'cs', 'whatsapp', 'bot', 'mulu', 'yg', 'bales', 'gabisa', 'kasih', 'solusi'];['nik', 'dipakai', 'benerinnya', 'cs', 'whatsapp', 'bot', 'mulu', 'bales', 'gabisa', 'kasih', 'solusi'];nik dipakai benerinnya cs whatsapp bot mulu balas enggak bisa kasih solusi
1579;Negatif;@plindungi p, sertif vaksin 2 kg dpt dpt dr 21 oktober.; sertif vaksin kg dpt dpt dr oktober;['sertif', 'vaksin', 'kg', 'dpt', 'dpt', 'dr', 'oktober'];['sertif', 'vaksin', 'kg', 'oktober'];sertif vaksin kg oktober
1580;Negatif;@plindungi sudah vaksin dosis 2...status masih kuning...gimana solusinya..;sudah vaksin dosis status masih kuninggimana solusinya;['sudah', 'vaksin', 'dosis', 'status', 'masih', 'kuninggimana', 'solusinya'];['vaksin', 'dosis', 'status', 'kuninggimana', 'solusinya'];vaksin dosis status kuninggimana solusinya
1581;Negatif;@plindungi saya sudah vaksin ke 2 , tapi status warna vaksin saya di aplikasi dan web pedulilindungi masih berwarna kuning. sudah 3 hari masih tetap berwarna kuning. ini gimana ?;saya sudah vaksin ke tapi status warna vaksin saya di aplikasi dan web pedulilindungi masih berwarna kuning sudah hari masih tetap berwarna kuning ini gimana;['saya', 'sudah', 'vaksin', 'ke', 'tapi', 'status', 'warna', 'vaksin', 'saya', 'di', 'aplikasi', 'dan', 'web', 'pedulilindungi', 'masih', 'berwarna', 'kuning', 'sudah', 'hari', 'masih', 'tetap', 'berwarna', 'kuning', 'ini', 'gimana'];['vaksin', 'status', 'warna', 'vaksin', 'aplikasi', 'web', 'pedulilindungi', 'berwarna', 'kuning', 'berwarna', 'kuning'];vaksin status warna vaksin aplikasi web pedulilindungi berwarna kuning berwarna kuning
1582;Negatif;@plindungi min, kalo no hp hangus, gmn cara login ke aplikasi? kl daftar ulang ga terkonek..;min kalo no hp hangus gmn cara login ke aplikasi kl daftar ulang ga terkonek;['min', 'kalo', 'no', 'hp', 'hangus', 'gmn', 'cara', 'login', 'ke', 'aplikasi', 'kl', 'daftar', 'ulang', 'ga', 'terkonek'];['hp', 'hangus', 'login', 'aplikasi', 'daftar', 'ulang', 'terkonek'];hp hangus login aplikasi daftar ulang terkonek
1583;Negatif;@plindungi hi min, bales dm dong;hi min bales dm dong;['hi', 'min', 'bales', 'dm', 'dong'];['hi', 'bales', 'dm'];hi balas dm
1584;Negatif;@plindungi mo lapor admin saya sudah vaksin, tapi kenapa di cek via aplikasi atau web data tidak tercantum, lokasi balamoa, kec. pangkah, kab. tegal.;mo lapor admin saya sudah vaksin tapi kenapa di cek via aplikasi atau web data tidak tercantum lokasi balamoa kec pangkah kab tegal;['mo', 'lapor', 'admin', 'saya', 'sudah', 'vaksin', 'tapi', 'kenapa', 'di', 'cek', 'via', 'aplikasi', 'atau', 'web', 'data', 'tidak', 'tercantum', 'lokasi', 'balamoa', 'kec', 'pangkah', 'kab', 'tegal'];['lapor', 'admin', 'vaksin', 'cek', 'via', 'aplikasi', 'web', 'data', 'tercantum', 'lokasi', 'balamoa', 'kec', 'pangkah', 'kab', 'tegal'];lapor admin vaksin cek via aplikasi web data tercantum lokasi balamoa kec pangkah kab tegal
1585;Negatif;@plindungi ngapa gabisa login ya? error kah? @plindungi;ngapa gabisa login ya error kah;['ngapa', 'gabisa', 'login', 'ya', 'error', 'kah'];['ngapa', 'gabisa', 'login', 'error'];ngapa enggak bisa login error
1586;Negatif;@plindungi aneh bgt apps pedulilindungi ngapa error?;aneh bgt apps pedulilindungi ngapa error;['aneh', 'bgt', 'apps', 'pedulilindungi', 'ngapa', 'error'];['aneh', 'apps', 'pedulilindungi', 'ngapa', 'error'];aneh apps pedulilindungi ngapa error
1587;Negatif;@plindungi hallo admin, ibu saya seorang nakes dan sudah vaksin ke 3, tapi di aplikasi pedulilindungi hanya tercatat 2 kali vaksin. sudah sejak tanggal 3 september dan kartu vaksin nya masih belum tersedia. sudah mencoba telfon ke call center 119 tapi tid;hallo admin ibu saya seorang nakes dan sudah vaksin ke tapi di aplikasi pedulilindungi hanya tercatat kali vaksin sudah sejak tanggal september dan kartu vaksin nya masih belum tersedia sudah mencoba telfon ke call center tapi tid;['hallo', 'admin', 'ibu', 'saya', 'seorang', 'nakes', 'dan', 'sudah', 'vaksin', 'ke', 'tapi', 'di', 'aplikasi', 'pedulilindungi', 'hanya', 'tercatat', 'kali', 'vaksin', 'sudah', 'sejak', 'tanggal', 'september', 'dan', 'kartu', 'vaksin', 'nya', 'masih', 'belum', 'tersedia', 'sudah', 'mencoba', 'telfon', 'ke', 'call', 'center', 'tapi', 'tid'];['admin', 'nakes', 'vaksin', 'aplikasi', 'pedulilindungi', 'tercatat', 'vaksin', 'tanggal', 'september', 'kartu', 'vaksin', 'tersedia', 'mencoba', 'telfon', 'call', 'center', 'tid'];admin nakes vaksin aplikasi pedulilindungi tercatat vaksin tanggal september kartu vaksin tersedia mencoba telfon call center tid
1588;Negatif;@plindungi halooo admin, mohon bantuannya. ini saya udah vaksin, udah ada sertif nya di app, di web juga status nya sudah vaksin tapi kok di app mobile masih merah yaaa??? tolong dibantuuu;halooo admin mohon bantuannya ini saya udah vaksin udah ada sertif nya di app di web juga status nya sudah vaksin tapi kok di app mobile masih merah yaaa tolong dibantuuu;['halooo', 'admin', 'mohon', 'bantuannya', 'ini', 'saya', 'udah', 'vaksin', 'udah', 'ada', 'sertif', 'nya', 'di', 'app', 'di', 'web', 'juga', 'status', 'nya', 'sudah', 'vaksin', 'tapi', 'kok', 'di', 'app', 'mobile', 'masih', 'merah', 'yaaa', 'tolong', 'dibantuuu'];['halooo', 'admin', 'bantuannya', 'vaksin', 'sertif', 'app', 'web', 'status', 'vaksin', 'app', 'mobile', 'merah', 'tolong', 'dibantuuu'];halo admin bantuannya vaksin sertif app web status vaksin app mobile merah tolong dibantuuu
1589;Negatif;@queentisari @plindungi halo, aku juga begini nih ð;halo aku juga begini nih;['halo', 'aku', 'juga', 'begini', 'nih'];[];
1590;Negatif;@kabukies87 @plindungi @pedulilindungi saya sudah faksin tapi blm dapat sertifikat;saya sudah faksin tapi blm dapat sertifikat;['saya', 'sudah', 'faksin', 'tapi', 'blm', 'dapat', 'sertifikat'];['faksin', 'sertifikat'];faksin sertifikat
1591;Negatif;min aku mau tanyaaa. tolong dijawab dong aku udah vaksin indo tapi kok pedulilindungi ku masih meraaaaah :( @plindungi;min aku mau tanyaaa tolong dijawab dong aku udah vaksin indo tapi kok pedulilindungi ku masih meraaaaah;['min', 'aku', 'mau', 'tanyaaa', 'tolong', 'dijawab', 'dong', 'aku', 'udah', 'vaksin', 'indo', 'tapi', 'kok', 'pedulilindungi', 'ku', 'masih', 'meraaaaah'];['tanyaaa', 'tolong', 'vaksin', 'indo', 'pedulilindungi', 'ku', 'meraaaaah'];tanyaaa tolong vaksin indonesia pedulilindungi ku meraaaaah
1592;Negatif;@plindungi min.. untuk yg vaksin johnson&amp;min untuk yg vaksin johnsonamp;['min', 'untuk', 'yg', 'vaksin', 'johnsonamp'];['vaksin', 'johnsonamp'];vaksin johnsonamp
1593;Negatif;@plindungi @logicpoto min @plindungi... masa' gini mulu... sampai kapan saya nunggu.nya??  orang lain yg pakai data saya, malah saya yang d bikin ribet...  https://t.co/rxwf8mchiz;min masa gini mulu sampai kapan saya nunggunya orang lain yg pakai data saya malah saya yang  bikin ribet;['min', 'masa', 'gini', 'mulu', 'sampai', 'kapan', 'saya', 'nunggunya', 'orang', 'lain', 'yg', 'pakai', 'data', 'saya', 'malah', 'saya', 'yang', 'bikin', 'ribet'];['gini', 'mulu', 'nunggunya', 'pakai', 'data', 'ribet'];begini mulu nunggunya pakai data ribet
1594;Negatif;@bonooyaa kasusnya sama kaya org tua aku. tolong dijawab dong @plindungi;kasusnya sama kaya org tua aku tolong dijawab dong;['kasusnya', 'sama', 'kaya', 'org', 'tua', 'aku', 'tolong', 'dijawab', 'dong'];['kasusnya', 'kaya', 'tua', 'tolong'];kasusnya kayak tua tolong
1595;Negatif;@plindungi halo admin kalau sertifikat vaksin tidak keluar sampai saat ini bagaimana ya sudah 2 bulan setelah vaksin ke 2;halo admin kalau sertifikat vaksin tidak keluar sampai saat ini bagaimana ya sudah bulan setelah vaksin ke;['halo', 'admin', 'kalau', 'sertifikat', 'vaksin', 'tidak', 'keluar', 'sampai', 'saat', 'ini', 'bagaimana', 'ya', 'sudah', 'bulan', 'setelah', 'vaksin', 'ke'];['admin', 'sertifikat', 'vaksin', 'vaksin'];admin sertifikat vaksin vaksin
1596;Negatif;halo @plindungi saya sudah 2x vaksin tapi kenapa status masih vaksin pertama dan warna kuning? tolong min terima kasih.  https://t.co/eooogcolql;halo saya sudah  vaksin tapi kenapa status masih vaksin pertama dan warna kuning tolong min terima kasih;['halo', 'saya', 'sudah', 'vaksin', 'tapi', 'kenapa', 'status', 'masih', 'vaksin', 'pertama', 'dan', 'warna', 'kuning', 'tolong', 'min', 'terima', 'kasih'];['vaksin', 'status', 'vaksin', 'warna', 'kuning', 'tolong', 'terima', 'kasih'];vaksin status vaksin warna kuning tolong terima kasih
1597;Negatif;@plindungi min, saya udh vaksin dosis pertama, sertifikat jga udh terbit di app. tp kok status warna nya masih tetap merah ya?? help;min saya udh vaksin dosis pertama sertifikat jga udh terbit di app tp kok status warna nya masih tetap merah ya help;['min', 'saya', 'udh', 'vaksin', 'dosis', 'pertama', 'sertifikat', 'jga', 'udh', 'terbit', 'di', 'app', 'tp', 'kok', 'status', 'warna', 'nya', 'masih', 'tetap', 'merah', 'ya', 'help'];['udh', 'vaksin', 'dosis', 'sertifikat', 'jga', 'udh', 'terbit', 'app', 'status', 'warna', 'merah', 'help'];sudah vaksin dosis sertifikat juga sudah terbit app status warna merah help
1598;Negatif;@plindungi min, saya udh vaksin. sertifikat mya jga udh terbit. tp kenapa status warna nya masih merah yaa?? help;min saya udh vaksin sertifikat mya jga udh terbit tp kenapa status warna nya masih merah yaa help;['min', 'saya', 'udh', 'vaksin', 'sertifikat', 'mya', 'jga', 'udh', 'terbit', 'tp', 'kenapa', 'status', 'warna', 'nya', 'masih', 'merah', 'yaa', 'help'];['udh', 'vaksin', 'sertifikat', 'mya', 'jga', 'udh', 'terbit', 'status', 'warna', 'merah', 'help'];sudah vaksin sertifikat mya juga sudah terbit status warna merah help
1599;Negatif;@anissajuliyana @plindungi di aplikasi skrg dosis pertamanya udah berubah belum kaak?;di aplikasi skrg dosis pertamanya udah berubah belum kaak;['di', 'aplikasi', 'skrg', 'dosis', 'pertamanya', 'udah', 'berubah', 'belum', 'kaak'];['aplikasi', 'dosis', 'pertamanya', 'berubah', 'kaak'];aplikasi dosis pertamanya berubah kak
1600;Negatif;@plindungi min kalau mau ganti nomor yg terdaftar vaksin bagaimana ya? soalnya nomor sudah tidak aktif. bantuin min;min kalau mau ganti nomor yg terdaftar vaksin bagaimana ya soalnya nomor sudah tidak aktif bantuin min;['min', 'kalau', 'mau', 'ganti', 'nomor', 'yg', 'terdaftar', 'vaksin', 'bagaimana', 'ya', 'soalnya', 'nomor', 'sudah', 'tidak', 'aktif', 'bantuin', 'min'];['ganti', 'nomor', 'terdaftar', 'vaksin', 'nomor', 'aktif', 'bantuin'];ganti nomor terdaftar vaksin nomor aktif bantuin
1601;Negatif;ga ngerti lagi kalau udah gini, udah 2 kali coba ttp gini. datanya benar semua padahal. cc. @kemenkesri @plindungi  https://t.co/yhnhhg8tlw;ga ngerti lagi kalau udah gini udah kali coba ttp gini datanya benar semua padahal cc;['ga', 'ngerti', 'lagi', 'kalau', 'udah', 'gini', 'udah', 'kali', 'coba', 'ttp', 'gini', 'datanya', 'benar', 'semua', 'padahal', 'cc'];['ngerti', 'gini', 'coba', 'ttp', 'gini', 'datanya'];mengerti begini coba tetap begini datanya
1602;Negatif;@plindungi smpai kpan min @plindungi, saya hrs menunggu utk perubahan data saya? lokasi vaksin, nama vaksin &amp;smpai kpan min saya hrs menunggu utk perubahan data saya lokasi vaksin nama vaksin amp;['smpai', 'kpan', 'min', 'saya', 'hrs', 'menunggu', 'utk', 'perubahan', 'data', 'saya', 'lokasi', 'vaksin', 'nama', 'vaksin', 'amp'];['smpai', 'kpan', 'hrs', 'menunggu', 'perubahan', 'data', 'lokasi', 'vaksin', 'nama', 'vaksin'];sampai kapan harus menunggu perubahan data lokasi vaksin nama vaksin
1603;Negatif;dear @plindungi mohon bantuan informasinya apabila saya ada keluhan harus menghubungi siapa????? tolong bantuuu.. terima kasih;dear mohon bantuan informasinya apabila saya ada keluhan harus menghubungi siapa tolong bantuuu terima kasih;['dear', 'mohon', 'bantuan', 'informasinya', 'apabila', 'saya', 'ada', 'keluhan', 'harus', 'menghubungi', 'siapa', 'tolong', 'bantuuu', 'terima', 'kasih'];['dear', 'bantuan', 'informasinya', 'keluhan', 'menghubungi', 'tolong', 'bantuuu', 'terima', 'kasih'];dear bantuan informasinya keluhan menghubungi tolong bantuuu terima kasih
1604;Negatif;@plindungi min kok gabisa login?stuck disitu trusss hdh  https://t.co/mupq6w1x6x;min kok gabisa loginstuck disitu trusss hdh;['min', 'kok', 'gabisa', 'loginstuck', 'disitu', 'trusss', 'hdh'];['gabisa', 'loginstuck', 'disitu', 'trusss', 'hdh'];enggak bisa loginstuck disitu terus hdh
1605;Negatif;negara lain mengalami gelombang kovid ke 3 , bagaimana dgn indonesia @kemenkes @kemenkomarves @detikcom ?  bagaimana disiplin rakyat utk prokes kovid ? @plindungi @radioelshinta;negara lain mengalami gelombang kovid ke bagaimana dgn indonesia bagaimana disiplin rakyat utk prokes kovid;['negara', 'lain', 'mengalami', 'gelombang', 'kovid', 'ke', 'bagaimana', 'dgn', 'indonesia', 'bagaimana', 'disiplin', 'rakyat', 'utk', 'prokes', 'kovid'];['negara', 'mengalami', 'gelombang', 'kovid', 'indonesia', 'disiplin', 'rakyat', 'prokes', 'kovid'];negara mengalami gelombang kovid indonesia disiplin rakyat prokes kovid
1606;Negatif;@plindungi holaaa. saya sudah vaksin kedua beberapa hari lalu. , tapi sertifikat belum muncul di aplikasi. kapan munculnya kakak??;holaaa saya sudah vaksin kedua beberapa hari lalu tapi sertifikat belum muncul di aplikasi kapan munculnya kakak;['holaaa', 'saya', 'sudah', 'vaksin', 'kedua', 'beberapa', 'hari', 'lalu', 'tapi', 'sertifikat', 'belum', 'muncul', 'di', 'aplikasi', 'kapan', 'munculnya', 'kakak'];['holaaa', 'vaksin', 'sertifikat', 'muncul', 'aplikasi', 'munculnya', 'kakak'];holaaa vaksin sertifikat muncul aplikasi munculnya kakak
1607;Negatif;@plindungi  ini bagaimana ya anak saya sudah vaksin 2 kali tapi status di aplikasi nya kok hitam, padahal anak saya alhamduliilah sehat wal afiat, sekarang dia jadi galau ð¥;ini bagaimana ya anak saya sudah vaksin kali tapi status di aplikasi nya kok hitam padahal anak saya alhamduliilah sehat wal afiat sekarang dia jadi galau;['ini', 'bagaimana', 'ya', 'anak', 'saya', 'sudah', 'vaksin', 'kali', 'tapi', 'status', 'di', 'aplikasi', 'nya', 'kok', 'hitam', 'padahal', 'anak', 'saya', 'alhamduliilah', 'sehat', 'wal', 'afiat', 'sekarang', 'dia', 'jadi', 'galau'];['anak', 'vaksin', 'status', 'aplikasi', 'hitam', 'anak', 'alhamduliilah', 'sehat', 'afiat', 'galau'];anak vaksin status aplikasi hitam anak alhamduliilah sehat afiat galau
1608;Negatif;@plindungi saya sudah vaksin ke 2... bbrp bulan lalu... sampek detik ini tetep gk ada sertifikat vaksin ke 2 . udah komplen bolak balik .. urus yg bener lah klo sudah di komplen itu;saya sudah vaksin ke bbrp bulan lalu sampek detik ini tetep gk ada sertifikat vaksin ke udah komplen bolak balik urus yg bener lah klo sudah di komplen itu;['saya', 'sudah', 'vaksin', 'ke', 'bbrp', 'bulan', 'lalu', 'sampek', 'detik', 'ini', 'tetep', 'gk', 'ada', 'sertifikat', 'vaksin', 'ke', 'udah', 'komplen', 'bolak', 'balik', 'urus', 'yg', 'bener', 'lah', 'klo', 'sudah', 'di', 'komplen', 'itu'];['vaksin', 'bbrp', 'sampek', 'detik', 'tetep', 'sertifikat', 'vaksin', 'komplen', 'bolak', 'urus', 'bener', 'komplen'];vaksin beberapa sampai detik tetap sertifikat vaksin komplen bolak urus benar komplen
