Value;tweet
Negatif;@Urick_ @PLindungi kali kabelnya diputus kak , tu  agentnya sibuk dandan kayana
Negatif;@PLindungi heiii, persulit banget nii claim sertifikat vaksin di app peduli lindungi,donlot bwt apa kalo app ajjah kacau , sy berulang² claim keterangan captcha salah melulu, pdhl sdh centang bukan robot, app gk guna . trus app nya cm bwt nyedot kuota???
Negatif;@winnindrawijaya @PLindungi @KemenkesRI iyaa pdhl udh email juga
Negatif;@cloudifauri @PLindungi @KemenkesRI Sampe skrg?
Negatif;@siscafebry26 @PLindungi Sama sy UD 2x faksin sertifikatnya blm muncul di sms
Negatif;@PLindungi halo min, kok sertifikat vaksinnya blm ngga ada di aplikasi ya?
Negatif;@winnindrawijaya @PLindungi @KemenkesRI eh samaa pdhl udah 3 bulan lebih
Negatif;Ada yg tau kenapa sertifikat vaksin kedua gak muncul di Peduli Lindungi? @PLindungi @KemenkesRI
Negatif;para admin @KemenkesRI @kemkominfo @PLindungi @lawancovid19_id @LaporCovid , mohon petunjuk kemana saluran utk minta perbaikan data pribadi di sertifikat vaksin yang salah di-input oleh PETUGAS ?
Negatif;@fadzilahdwi @PLindungi Halo kak, gimana? Sudah dapat sertifkatnya? Aku juga gitu soalnya
Negatif;@PLindungi Halo Admin. Ibu saya sudah vaksinasi dosis ke-2 awal Agustus 2021 lalu. Namun sampai sekarang tidak muncul sertifikat vaksinasi dosis ke-2. Bagaimana cara mengklaim sertifikatnya?. Padahal di kartu vaksinasi sudah lengkap. Terima kasih.
Negatif;@PLindungi Saya sudah vaksin dari 11 desember 2021 lalu..kenapa sampai saat ini belom keluar sertivikat vaksin saya
Negatif;@PLindungi hallo admin saya sudah beberapa kali menelpon ke 119 dan email . tentang data saya yang di gunakan oleh orang lain tapi tidak kunjung di perbaiki
Negatif;@KompasTV Saya sndh download tapi kok tidak bisa masuk ke sertifikat vaksin ya @PLindungi solusi nya bgm ke puskesmas ternyata no tilp yg dicatat kliru.bikan no saya .
Negatif;@pedulilindungi @PLindungi Hallo admin, tadi pagi saya tes Antigen di RS Mitra Keluarga Kenjeran Surabaya, oleh pihak laborat RS diinfokan kalau seminggu ini aplikasi peduli lindungi error jadi hasil test tidak bisa ter link ke aplikasi.  Apakah betul? Th
Negatif;Saya sudah vaksin 2x tapi peduli lindungi saya masih kuning dan sertifikat vaksin kedua tidak bisa diklaim, keterangannya tanggal vaksin nya salah. Itu gimana ya? @PLindungi
Negatif;@PLindungi Halo min riwayat vaksin dosis kedua sertifikat nya kenapa gak keluar ya
Negatif;Android 6 aja sdh gak bisa pakai  @PLindungi emangnya negara bagi2 hp buat orang yg keterbatasan beli2 hp baru?
Negatif;"Dear @PLindungi kenapa ada orang lain yg bernama ""SUWATINI"" di akun saya? Saya tidak kenal, dan bukan sanak famili jg.  https://t.co/MPHMuyHsyj"
Negatif;Kadang2 aplikasi pedulilindungi @PLindungi @pedulilindungi suka gangguan
Negatif;KTP Banten domisili DKI itu hrs daftar vaksin bs via JAKI ga sih niy. Udh daftar beberapa kali mental mulu ga dpt jadwal vaksin di JAKI. Ktnya mau pemerataan vaksinasinya biar kebentuk herd immunity?  @DKIJakarta @PLindungi @KemenkesRI
negatif;Nanya dong  Kalo anak kita dsh vaksin. Pake no hp kita pas registernya... Peduli lindungi nya gabung apa gimana sih?  @PLindungi
Negatif;Mohon dibalas dong @KemenkesRI @kemendagri @PLindungi
Negatif;@PLindungi Kalo Untuk Konversi Setifikasi Vaksin?
Negatif;@PLindungi Kaka mau tanya gimana dapetin sertifikat vaksin kalo nomor yg dipake buat daftar vaksin ternyata sudah lama mati
Negatif;@PLindungi Min mau tanya, kalau sertifikat vaksin udah login di hp saudara, terus mau login sertif di akun peduli lindungi milik pribadi bisa gak ya?
Negatif;Halo admin, saya baru saja vaksin johnson n johnson. Namun di aplikasi peduli lindungi warnanya kuning, bukankah vaksin J&amp
Negatif;@PLindungi  apakah nmr telepon yang terdaftar saat vaksin bisa di ganti sebelum log in aplikasi min?
Negatif;@HarisWimardin @PLindungi Min, saya juga mengalami kendala yang sama. Bagaimana solusi nya?
Negatif;@msaid_didu ini juga aturan konyol,kmrn di bandara banyak yg tdk boleh terbang krn aplikasi PL eror pasca update,sertifikat vaksin tdk muncul di App! petugas KKP bandara nyolot nyalahin penumpang bukan malah nyalahin App PL! @PLindungi @BudiGSadikin @Keme
Negatif;@PLindungi Hallo min,,, min Bpk saya vaksin,, trus no nik bpk saya di input kok muncul nama dan no.tlpun orang Lain..???
Negatif;@txtdrpemerintah peduli Lindungi gw statusnya masih daftar2 ajaa -_- kudu diapain dah biar data gw itu berubah @PLindungi ?
Negatif;apakah di old trafford akan pakai @PLindungi ?  https://t.co/us5ngyiV0o
Negatif;@KompasTV Dengarko ini @PLindungi @LaporCovid Itu aplikasi Perbaiki nah! Ingatko, perbaiki. Bagaimana mau dipake aplikasimu kalau ndak jelas juga isinya. Ingatko, weeehhh Perbaiki itu aplikasimu! Banyakji uangmu toh?
Negatif;Huahua..  @KemenkesRI tunjukin dasar hukum untuk memidana warga yg tak pake @PLindungi
Negatif;@c4ndies @MShelleyneK @PLindungi Kak udh bisa belum? Aku juga gini soalnya.
Negatif;@nataliarosary @PLindungi D takoni terus chak 😅
Negatif;Halo min @PLindungi Kakak saya vaksinasi 1 tgl 21/12/2021 di RSIA Sakinah Idaman Jogja, namun dr pihak RS menghubungi bahwa data sertifikat vaksin pertama sdh ada &amp
Negatif;@PLindungi Maaf mau konfirmasi sy sdh paksin tapi sertifikat vaksin blm muncul
Negatif;@PLindungi halo min mau tanya kakak saya vaksin astrazeneca pada bulan november 2021 lalu dapet info sms untuk vaksin ke dua tgl 24 januari. kenapa jaraknya dua bulan ya? sedangkan saya hanya berjarak 3 minggu mohon infonya min
Negatif;Benerin itu captcha di @PLindungi dengan alternative lain dulu baru dipake secara masal @Kemendagri_RI untuk menghadapi libur nataru dan mutahirkan data baik yg sudah vaksin atau blm termasuk memudahkan klaim sertifikat, cc @kemkominfo @KemenkesRI @kemenkomarves @DivHumas_Polri
Negatif;Pak @Kemendagri_RI memang blm tau yah kalo aplikasi @PLindungi itu masih cacad malah cendrung nyusahin rakyatnya. Contoh, bagi yg sudah melek IT itu captcha aja merepotkan bagaimana yg gaptek? Apakah yakin infrastructure dari @PLindungi sudah siap? Saya rasa masih banyak bugnya
Negatif;ini petugas bandara soekarn hatta yang jaga mesin buat cek covid cuma 1 diantara 6 mesin? Internet device nya lambat banget, qr code nya susah banget ngescan  kenapa diantara cek kota sama masukin nik harus loading? itu bisa asynchronous @pedulilindungi @PLindungi
Negatif;"Minta no telp yang bisa di telfon sekarang juga, penting!!! Aplikasi ga bikin mudah,malab bikin ribet. Di email juga berbelit"" balasnya. Gak jelas!! @PLindungi"
Negatif;@PLindungi halo, saya mau bertanya bagaimana cara menghapus claim sertifikat orang lain yang ada di akun pedulilindungi saya? terima kasih
Negatif;@PLindungi halo... Mau tanya untuk penerbitan srtifikat vaksin yang terkendala. Sertifikat 1 dari vaksin yang ke 2 dan sertifikat ke 2 belum keluar di vaksin 1
Negatif;Saat resah Omicron, infotainment pamer publik vigur traveling ke luar negeri 🤦🤦🤦 Pak @jokowi @BNPB_Indonesia @PLindungi kudu tegas. Jan pilah pilih.  #Omicron
Negatif;Hi @BPJSKesehatanRI tolong dong  check email loketbpjs nya. Ini saya email berkali kali tolong dibaca. Trus customer care online n mohon Di training perihal peserta BPJS, sebagai peserta vaksin dan sertifikat tidak terinput Di @PLindungi
Negatif;Hallloo @PLindungi kenapa hasil tes saya belum terunggah ke app?!!! Kata @Prodia_Lab kesalahan di app #pedulilindungi??!!!
Negatif;PeduliLindungi aplikasinya kok tolol @PLindungi ngeleg2 ga jelas, menu claim sertif vaksinnya sukut dipencet
Negatif;@Prodia_Lab Tapi sampai sekarang masih belum ada di app @PLindungi  ??!
Negatif;@PLindungi min mau tanya ko saya udh smimggu abis vaksin tpi sertifikat vaksin di app lindungipeduli ga bisa di claim ya?
Negatif;Kok @Prodia_Lab yg terafiliasi oleh Kemenkes @PLindungi malah lambat/tidak ada upload hasil test nya?!
Negatif;Iron man... 😱😱😱 Wooww... Kayaknya gak perlu pake @PLindungi @pedulilindungi lagi nih Yaa @BNPB_Indonesia ? Gimana @KemenkesRI kok bisa? Berapa banyak yang seperti ini?  @fahiraidris @DPDRI @DPR_RI @fadlizon   Cc @PBIDI @kemendagri
Negatif;@PLindungi   Waktu vaksin Nik di gunakan atas nama orang lain, saya jadi ga bisa klaim vaksin. Gimana dong dah bulak balik capil, buat update. Tapi ga bisa mulu di pedulilindunginya? Saya butuh sertivikatnya tolong dong
Negatif;"Dear @PLindungi , gw kan udah vaksin ke 2, kok sertifikat ke 2 gw masih ""sertifikat belum tersedia"" ?  https://t.co/dhojMwgRE7"
Negatif;@PLindungi siang min, mau ty bulan juli mba saya vaksin pertama bln juli, waktu daftar pakai nomor yg sekarang sudah tidak aktif. Lalu utk daftar peduli lindungi bagaimana ya? Bulan ini mau vaksin yg kedua. Terima kasih
Negatif;@kabukies87 @PLindungi @pedulilindungi coba ini dikasih solusi dong admin. buat klaim sertifak vaksin saja gagal terus cuma karena verifikasi capcha yg terlalu banyak. padahal pilihan gambar sudah sesuai. tidak ada yg terlewat. tapi gagal melulu. ini mau 
Negatif;@cocopediaa @PLindungi Sama Kaya Saya Ini Om... Kadang Bingung Disuruh &amp
Negatif;@PLindungi halo min, saya tidak bisa mengakses kembali akun saya setelah session expired. Mohon bantuan nya
Negatif;@PLindungi Sudah vaksin pertama tapi sertifikatnya tidak ada, gmn min
Negatif;@rendraTEUB @BNI @PLindungi Positif berdaging 😂
Negatif;@tengikenambelas @BNI @PLindungi Sudah dipastikan yang antri bukan kerumunan astral?
Negatif;Check in ke salah satu kc @BNI melalui aplikasi @PLindungi . Terpantau hanya 2 orang yg checkin :-). Padahal di dalam antrian untuk CS penuh.  https://t.co/3dfYEXkTzb
Negatif;banyak yg seperti ini tapi mentok gk ada solusi. Jdi harus gimana nih @PLindungi  ???  Apa harus vaksin ulang
Negatif;@kabukies87 @pedulilindungi @PLindungi Kalau nomor hp salah gimana kak?
Negatif;Sertifikat vaksin gk keluar krn beda lokasi? Ya terus kalo lokasi 1nya gak ngadain lagi gimana dong?Tetep maksa buat ngadain? Kan ya gak bisa, katanya vaksin yg terbaik adalah vaksin yg tersedia, makanya cari lain setelah tahu tempat 1 gak ngadain  Bagaimana ini min? @PLindungi
Negatif;@PLindungi halo admin, saya Swab dengan ayah saya. Dokter sudah menginput dengan benar data nya. Punya ayah saya muncul di @PLindungi tapi saya tidak. Sudah 12 jam tidak muncul. Bagaimana ya?
Negatif;@PLindungi Call center 119
negatif;Min @bumame_farmasi saya besok pagi flight ke Bali. Tapi data antigen saya belum masuk @PLindungi @pedulilindungi :(
Negatif;@PLindungi hari ini aplikasi lagi ada masalah ya ?
Negatif;@PLindungi Halo min, cara ganti nomer hp yang ke blokir gimana ya di apliksi peduli lindungi?
Negatif;@PLindungi Min, mau info sertifikat vaksin kedua tdk bisa terlihat atau tercetak di aplikasi peduli lindungi, bagaimana solusinya
Negatif;@KemenkesRI @BudiGSadikin @PLindungi @BPOM_RI @DubesAustralia @satgascovid19id @SatgasCovid19 @DPR_RI @jokowi @KemensetnegRI @erickthohir   Karena ini, ada WNI yang harus karantina 14 hari dgn biaya sendiri ($3.000).. Tolong segera dilengkapi sertifikat v
Negatif;"@KemenkesRI @PLindungi @satgascovid19id @BudiGSadikin @BPOM_RI @DubesAustralia   Kemenkes/Pedulilindungi,  mohon sertifikat vaksinasi Sinopharm dilengkapi dgn informasi BBIBP, BIBP atau sejenis.   Sertifikat dengan info ""SINOPHARM"" saja tidak diakui oleh "
Negatif;@kimyer81 @Mursidsetiyabu1 @PLindungi saya waktu itu sering cek berkala dengan bolak balik hapus recent history juga, dan ada email juga
Negatif;@PLindungi min cara login aplikasi pedulilindungi kalau lupa email gimana ya? Apa bisa daftar baru dengan email baru?
Negatif;@PLindungi Sudah 2 kali di vaksin tp sertifikat belum keluar, sudah di cek ternyata belum terdaftar
Negatif;Min @PLindungi E-hac International nya kenapa error muluuuuuu!? Besok subuh udah mau terbang 😭
Negatif;@pusyeenk @KemenkesRI @PLindungi harusnya sih bisa kak, kan masih ada softfile nya. karena kita hanya input ke nar nya saja dan biasanya langsung konek ke pedulilindungi kak
Negatif;@mzarrafi @Mursidsetiyabu1 @PLindungi Bagaimana caranya kak
Negatif;@diahuta08854426 @PLindungi Gimana kak kabarnya? Udah muncul kah, aku juga begini soalnya.. ):
Negatif;@reshumastangsel @PLindungi izin pak.coba bpk jln2 ratusan tahanan tdk di vaksin/swab..bahkan tdk di beri masker) hand sanitizer terutama di ruang tahanan resnarkoba.kasihan bpk koar2 di atas rusak di dalam.
Negatif;Kenapa klaim sertifikat vaksin di @PLindungi di hape yg satu nggak bisa, tapi langsung bisa di hape yg lain? Itu dengam NIK &amp
Negatif;@kariayamdua @/PLindungi mohon dijawab
Negatif;@revoreva @sumaru90 @PLindungi Yoi wkwkw pelit banget @sumaru90 antekk
Negatif;@PLindungi Halo min untuk pergantian no hp gimana ya? soalnya hp saya hilang
Negatif;@ilyoo_ngi @PLindungi Klik tanggal tahun yg di atas itu yun
Negatif;@ilyoo_ngi @PLindungi Klik tahun yg atas sendiri bisa gak?
Negatif;ada yg tau cara cepat cari tanggal lahirnya ga? ga mungkin anjir scroll sampe tahun 1959.... pls help, ga bisa diketik soalnya tanggalnya @PLindungi gimana ni  https://t.co/s8D35BWttv
Negatif;@PLindungi halo. Hasil PCR saya tidak muncul di app pedulilindungi. Pihak lab menyatakan sudah input. Saya akan berangkat jam 7 pagi menggunakan pesawat.
Negatif;@PLindungi lagi error ya .-. Input antigen pasien” dri kmrin ga masuk” 😭😭
Negatif;@PLindungi halo admin, saya sedang karantina. apa ada info untuk patokan berapa lama kita karantina dan kapan berakhir di aplikasi PeduliLindungi?  https://t.co/wN6IbKkp4x
Negatif;@sumaru90 @PLindungi Iya si bener wkwk Amannya di print  Seperti kata bapak @luthfanar, mendukung perekonomian umkm fotokopi
Negatif;@revoreva @PLindungi Oooo. Masalahnya tetep was was lur. Di sistem mereka ada dualisme.  Di cek di portal cekmandiri ada. Tapi di apps/FE utama PL nya ga ada wkwkwkwk.  Ngeri2 sedap, tetep kudu print ini mah biar aman hahaha.
Negatif;@PLindungi Cdm min
Negatif;Percuma dong kita ngeluarin softfile pdf hasil PCR kalo gak berlaku di bandara? Percuma dong kita PCR kalo bandara cuma nerima hasil dari pedulilindungi? Kalo pedulilindungi error solusinya apa? @KemenkesRI @PLindungi tolong aplikasinya diperbaiki.
Negatif;minta tolong penjelasan @PLindungi  perihal status di aplikasi anak saya, pas scan QRCode tau2 keluar HITAM yg katanya kontak erat dg penderita covid. pdhl anak sy anak rumahan gak kmn2. skalinya mau masuk Mall, scan QRCode keluar keterangan spt itu. gmn cara betulinnya ??
Negatif;@watanabehsruto @PLindungi Gatau, aku udh dm juga gada respon😭
Negatif;@PLindungi Min sejak kapan lahir 2001 itu usianya ga lebih dari 12 tahun ya? wkwk  https://t.co/LpGD2QpNti
Negatif;@PLindungi kenapa jd gni ya ,saya btuh sertivikat vaksin buat daftar krjaan tlong solusinya  https://t.co/lwwQol6OEe
Negatif;@PLindungi min, gimana solusinya kalau no hp yang di masukkan salah saat daftar vaksin pertama?
Negatif;@PLindungi Saya sudah cek sertifikat nya tapi gak ditemukan, soalnya pas saya vaksin belum punya HP. Sekarang sudah punya hp.Saya harus gimana supaya bisa donwload sertifikat vaksin?
Negatif;@PLindungi min,mau nanya,kok saya udh divaksin dosis tanggal 13 kemarin sampe sekarang belum dapet sertifikat ya?udh cek di pedulilindungi juga gak ada
Negatif;@PLindungi siang min, saya mau login tapi nomer yg buat daftar udah mati tidak aktif, pake email juga blm didaftar. gmn yaa?
Negatif;@diahuta08854426 @PLindungi Ya sabar anjir, aku dulu  pagi vaksin sore munculnya
Negatif;@PLindungi Nik yang saya masukan tidak bisa
Negatif;@marrywhoanna yg lucu sejak update peli mendadak sertifikat vaksin ke2 ilang,dicek di RS padahal ada data udah vaksin 2! tapi petugas KKP nyolot tetep maunya liat bukti di peli!! dasar peli bikin aplikasi jauh dari smart!kasian warga jadi batal berangkat!
Negatif;@PLindungi @HarisWimardin Baca dm tolong
Negatif;@PLindungi Min  kok sertifikat vaksin kedua saya belum keluar sampai saat ini padahal vaksinnya udah 2 bulan yg lalu. Tolong responnya min
Negatif;@PLindungi data gue dari agustus salah kaga di bener benerin noh, heran dah nelfon - ngirim email tetep ga di gubris
Negatif;@PLindungi halo admin maksudnya apa ya kok tbtb logout sendiri gitu???? Pas mau login lg malah susah
Negatif;@Newmind24 @PLindungi Ok. Saya tunggu.
Negatif;@TyasZain @PLindungi Nanti saya bikinin thread cara kerja peduli lindungi
Negatif;Pasti kebingungan yg bernama WARISTA SURBAKTI. entah dia salah ketik nomor HP atau petugas yg salah input data. Sertifikat vaksinnya masuk ke akun saya. @PLindungi @pedulilindungi  https://t.co/EzR3Qv3VhA
Negatif;@Newmind24 @PLindungi Nggak penting sih itu..  Sy cuma mau tau penjelasan kamu bahwa aplikasi pedulilindungi itu bisa mengendalikan kita.   Gimana caranya.  Apa yg dikendalikan.  Gausah jauh2 dulu narasinya. Sy penasaran dg soal teknisnya.
Negatif;@Newmind24 @PLindungi Jawab aja dulu pertanyaan itu.  Jangan kejauhan lompat nya.
Negatif;@TyasZain @PLindungi Belum pernah mempelajari rencana NEW WORLD ORDER kah? Yang mendalangi agenda dibalik covid dan vaksin?
Negatif;@PLindungi hallo min, dari bulan Oktober saya menunggu sertifikat vaksin kedua masih belum tersedia juga
Negatif;@Newmind24 @PLindungi Apa aja yg bs dikontrol? Misal keinginan makan, bepergian, pacaran, belanja, atau apa. Menarik ini untuk dibahas. Dan gimana cara kerja pengendaliannya?
Negatif;@TyasZain Aplikasi @PLindungi adalah alat untuk mengontrol orang yang udah divaksin
Negatif;@PLindungi Min kalau misal Nomor Nik ktp yang diinput salah bagaimana?
Negatif;Selamat sore admin @PLindungi . Kemarin saya registrasi QR code untuk kantor saya dan di keterangan tertera akan dikirim email verifikasi 1x24 jam tetapi sampai saat ini tidak ada email masuk ataupun sms masuk ke nomor saya. Mohon bantuannya, terimakasih
Negatif;@PLindungi cek dm kk
Negatif;@PLindungi koq aplikasi di ios crash terus ya.
Negatif;@PLindungi min smsnya gak muncul2  https://t.co/xj2zMlNio4
Negatif;@jaemcityxzy @PLindungi Sdh daftar mas, mksd saya itu jenis vaksin johnson &amp
Negatif;Yg mengunjungi tempat ini dapet notifikasi dari peduli lindungi untuk segera isolasi dan melakukan test?
Negatif;kenapa ya mau scan peduli lindungi pas mau check in gabisa terus
Negatif;@AbdulAzizlatte Masalahnya kalian maksa, mau ada penyakit pun tetep dipaksa, nanti dihp tdk ada aplikasi peduli lindungi dipenjara....bangsat kan pemerintah itu cuma krn rebutan duwit negara
Negatif;@R_vanxsn Aku waktu itu begini, aku hapus tiktok shopee dc ig.. peduli lindungi pernah install sebentar doang pas vaksin, selesai vaksin aku hapus
Negatif;Ini bener, gue ke Mall sesuatu weekend kemarin ga bisa cek in Peduli Lindungi entah karena error atau mallnya udah overload, gue cuma kasih liat udah vaksin dua kali di hape (yang diliat aja nggak sama satpamnya), udah boleh masuk.
Negatif;@rzkayunani @infomalang Peduli lindungi suka gak mau cek in gt kenapa ya
Negatif;Sore2 buat emosyen, si bapake baru vaksin pas dicek di pedulilindungi kok ya namany org lain.. itu yg nginput data gimana sih, sumpuk bener dah..kesyal..
Negatif;@Arya0783 @kejO_Online Yaudah......ada 2 nih akun peduli lindungi gw, Mao pake gak ? Biar lancar masuk kokas🤭🤣  Gw gak scan barcode kok kalo keluar masuk gang, ada GPS ojol mah ngeloyor aje  ........Jan marah2 muluk Asam urat Lo naek, kelar
Negatif;@PLindungi saya tdak daat login dengan no hp sudah email juga sudah tapi tetap tdak bisa..  https://t.co/uSGSDRsjNk
Negatif;@Nicho_Silalahi @prish1405 lowongan kerja semakin diperumit/susah direzim jae,gara2 aplikasi peduli lindungi &amp
Negatif;Ini kenapa ya hasil PCR gue kok ga masuk aplikasi pedulilindungi?
Negatif;Aku udah vaksin dari lama kok nggak terdaftar ya di peduli lindungi?  Help 🥲  https://t.co/UmBBboXQKg
Negatif;posisi: hp rusak, beli hp baru yg udah siap diambil di mal. gabisa masuk mal tanpa hp karena peduli lindungi
Negatif;@qronoz kita bisa cek di aplikasi peduli  lindungi kita, di tgl tsb apakah kita ke Ashta?  Itulah pentingnya check in, krn daya ingat kita terbatas.
Negatif;By the way, yg namanya peraturan, bila melanggar peraturan tersebut, konon akan dikenakan sanksi, lho Tweeps. Jangan sampai ya.  Eh kayaknya kuharus install ulang deh aplikasi Peduli Lindungi soalnya butuh ke mall buat beli panci baru 🙈 #KetatDemiKamu   https://t.co/ItIBD478rA
Negatif;@R_vanxsn Peduli lindungi, aku ga main tiktok jadi ya tak suruh hapus aja 😭😭
Negatif;Kartu vaksin, Peduli Lindungi, dan protokol kesehatan ya, mpo. #KetatDemiKamu
Negatif;Eh iya, hampir lupa .. satu lagi, selain dalam beperjalanan, untuk yang ngemol &amp
Negatif;Sempet males ke mana2 gara2 ribet pakai aplikasi Peduli Lindungi. Yaah, waktu itu karna HP yg saya pakai error juga sih. #KetatDemiKamu
Negatif;Saya pernah ngalamin ribet banget tiap masuk ruang publik harus nunjukin kartu vaksin atau check in pakai aplikasi Peduli Lindungi. #KetatDemiKamu
Negatif;Peduli lindungi kepada ci Shani wkwkwkw Ada ada aje  https://t.co/DFtMF8pPB1
Negatif;@gakdiikenal owalah gitu ya in 😩 lah arin belom ada peduli lindungi ajushaujsjs
Negatif;@habkeinelust_ Di mall/resto2 besar kebanyakan iyaaa Din. Biasanya tuh scan barcode mereka di app peduli lindungi kita. Tp meski gitu kadang juga suka error. Nah in case ga bisa scan, biasanya orang2 tunjukin sertif/bukti vaksin aja, ntar tergantung mall/
Negatif;@qronoz Bukannya dia baru ketauan positif tgl 19? Dengan asumsi bahwa tgl 17 dia ke scbd, masih pakai hasil antigen sebelumnya yg negatif, di pedulilindungi ga dianggap bermasalah (boleh masuk) saat check-in
Negatif;@PLindungi min mau tanya saya menggunakan pedulilindungi yg dalam 1 akun untuk 2 nama. Kalau ingin ganti nomer untuk yg satunya bagaimana ya?
Negatif;@PLindungi @KemenkesRI @kemkominfo Apakah jika ada kesalahan penulisan tgl lahir pada sertifikat vaksin,  nantinya akan dimasalahkan juga saat masuk imigrasi negara lain? Kuatirnya data hrs sama dg paspor. Tapi tlp 119 ext 9 @PLindungi Gak bs dihubungi. S
Negatif;@PLindungi @KemenkesRI Telp 119 ext 9 yang katanya bisa digunakan untuk nanyain sertifikat vaksin kenapa sulit sekali diakses? Sy mau menanyakan krn ada kesalahan tgl lahir pada sertifikat.  Kalo nggak diurus sekarang,  jgn2 nanti dipermasalahkan di blk. 
Negatif;@PLindungi Pagi min, bisa dibantu untuk yg sudah vaksin tahap 2 namun sudah H+13 masih belum ada sertivikat di aplikasi dan di web nya  terimakasih sebelnya
Negatif;@PLindungi  Gimana nih, kayaknya tidak siap sistemnya terima begitu byk email keluhan yg masuk? Sy udah apply lebih dari dua mingguan tapi masih Pending Approval? cc: @erickthohir  https://t.co/rGpn5YTjfc
Negatif;@PLindungi halo Plindungi. Saya sudah vaksin 2x juli dan agustus. Sertifikat sdh ada di aplikasi tapi setiap mau check in tertulisnya belum vaksin ... gimana ya?
Negatif;@yare_yarae @0PPANEUN @PLindungi @DKIJakarta @JSCLab Kak saya jga bermasalah stuck distu kk udah bisa?
Negatif;@plindungi halo pagi min, mau tanya, aplikasi peduli lindungi ga bisa di akses dengan hp dengan android nougat ya?? Standard nya harus pake android apa ya?
Negatif;@PLindungi Min kenapa ya di hape mama saya pas mau login gabisa cuma bisa nyentang kebijakan privasi doang tp ga lgsg ke page selanjutnya.. Itu krna hpnya ya?
Negatif;@PLindungi Min ...kalo salah input data no nik dan no telp gimana..sebab di cek gk bisa di aplikasi
Negatif;@PLindungi saya sudah melakukan vaksinasi, tapi sepertinya NIK saya ada kesalahan cara memperbaiki nya gimana yah?
Negatif;Websitenya peduli lindungi kenapa gak bisa log-in nih??!! @KemenkesRI @PLindungi
Negatif;@PLindungi saya sudah vaksin kedua. Tetapi, sertifikat vaksin saya belum terbit  https://t.co/aJQYkljC9z
Negatif;Ini emang gabisa milih Airport diluar Indonesia atau critical bug ni?  Mau bikin E-Hac International tp gabisa milih airport tujuan di @PLindungi   Ada yg pernah ngalamin?  https://t.co/7OvXbECEuK
Negatif;@PLindungi Nomer yg di daftar kan petugas puskesmas salah kak saat vaksin. Mohon bantuan untuk membenarkan nomernya 🙏
Negatif;Kenapa status saya di aplikasi jadi BLACK ? @PLindungi  https://t.co/Lsl6h8q7am
Negatif;@PLindungi Sudah vaksin ke2 tp sertifikat belum keluar gimana min?
Negatif;@PLindungi : min mau tanya ibu saya sudah vaksin yg kedua di tanggal 5 November 2021, cuma koq sertifikat vaksin'a blm muncul yah .?
Negatif;@PLindungi Min, Saya sudah sebulan yang lalu untuk vaksin dosis kedua tapi belum muncul e-sertifikat vaksin di aplikasi peduli lindungi saya dan juga belum menerima sms bahwa sertifikat kedua telah tersedia. Bagaimana ya, min? Mohon dibalas. Makasih 😊
Negatif;@PLindungi min, mau tanya . Saat saya download aplikasi peduli lindungi, langsung muncul seperti ini . Saya klik ceklis nya , tapi sehabis itu tidak ada respon apa apa . Gimana ya ?  https://t.co/pmK4lxzRMH
Negatif;Tombol check out tanpa scan QR Code-nya sudah ngga tersedia, @PLindungi ?  https://t.co/JtjBSqDZO2
Negatif;@Deny_misbah @PLindungi Ini sampe skrg ga d input Call hotline peduli lindungi ga ad jawaban  @PLindungi
Negatif;Aneh. Di PL maupun WA Kemkes, sudah terdata diriku sudah tervaksinasi dua dosis + keluar sertifikat.  Tetapi, sampai sekarang, status masih kuning... @PLindungi  https://t.co/bGy5oqlce7
Negatif;@PLindungi halo min, ini kalo nik dipakai orang lain gimana cara benerinnya? udah lewat cs whatsapp bot mulu yg bales, gabisa kasih solusi
Negatif;@PLindungi p, sertif vaksin 2 kg dpt dpt dr 21 oktober.
Negatif;@PLindungi Sudah vaksin dosis 2...status masih kuning...gimana solusinya..
Negatif;@PLindungi saya sudah vaksin ke 2 , tapi status warna vaksin saya di aplikasi dan web pedulilindungi masih berwarna kuning. Sudah 3 hari masih tetap berwarna kuning. Ini gimana ?
Negatif;@PLindungi Min, kalo no hp hangus, gmn cara login ke aplikasi? Kl daftar ulang ga terkonek..
Negatif;@PLindungi hi min, bales dm dong
Negatif;@PLindungi mo lapor admin saya sudah vaksin, tapi kenapa di cek via aplikasi atau web data tidak tercantum, lokasi balamoa, kec. pangkah, kab. tegal.
Negatif;@PLindungi Ngapa gabisa login ya? Error kah? @PLindungi
Negatif;@PLindungi Aneh bgt apps pedulilindungi ngapa error?
Negatif;@PLindungi Hallo admin, ibu saya seorang nakes dan sudah vaksin ke 3, tapi di aplikasi pedulilindungi hanya tercatat 2 kali vaksin. Sudah sejak tanggal 3 September dan kartu Vaksin nya masih belum tersedia. Sudah mencoba telfon ke call center 119 tapi tid
Negatif;@PLindungi Halooo admin, mohon bantuannya. Ini saya udah vaksin, udah ada sertif nya di app, di web juga status nya sudah vaksin tapi kok di App mobile masih merah yaaa??? Tolong dibantuuu
Negatif;@queentisari @PLindungi Halo, aku juga begini nih 😓
Negatif;@kabukies87 @PLindungi @pedulilindungi Saya sudah faksin tapi blm dapat sertifikat
Negatif;MIN AKU MAU TANYAAA. TOLONG DIJAWAB DONG aku udah vaksin indo tapi kok pedulilindungi ku masih meraaaaah :( @PLindungi
